Fout	Lin	Lout	sono
1.0793276	0.37570649	-0.047757678	8.1459866
1.0902424	0.51230341	-0.033463344	8.1089611
1.0730904	0.59864295	0.023713998	8.1171885
1.0746497	0.66082031	0.007737976	8.1171885
1.0980387	0.68498248	-0.028418286	8.104847
1.0746497	0.70978904	-0.030099971	8.1336451
1.0824461	0.71462148	0.0043746028	8.1130743
1.0886831	0.70978904	-0.01916901	8.104847
1.0746497	0.72396415	0.014464723	8.1459866
1.0840054	0.73137391	-0.017487323	8.1254168
1.0886831	0.74007231	-0.022532383	8.1377592
1.0652941	0.75038153	0.010260507	8.1295309
1.0746497	0.753281	-0.024214068	8.1377592
1.0668534	0.74587125	0.0026929164	8.1213026
1.0715312	0.753281	0.0052154465	8.1254168
1.0684127	0.7436161	-0.0015113001	8.1007328
1.0777682	0.73685068	0.0060562897	8.080162
1.0918016	0.74780422	-0.013283106	8.1171885
1.0730904	0.73008525	-0.00067045673	8.1089611
1.0840054	0.73266256	0.0094196629	8.1130743
1.0886831	0.72364199	0.01110135	8.0883904
1.0699719	0.71752095	-0.095685743	8.0760489
1.0715312	0.73040742	-0.0040338296	8.1213026
1.0886831	0.74587125	-0.0073972028	8.1665573
1.0668534	0.73846149	0.0068971328	8.1089611
1.0793276	0.75489181	-0.025054913	8.3804865
1.05282	0.76391232	0.041371711	8.4792223
1.0699719	0.76391232	0.0085788192	8.2652931
1.0855646	0.75231451	-0.026736598	8.1377592
1.0855646	0.74426043	-0.048598524	8.1171885
1.0902424	0.74877071	-0.035985876	8.1295309
1.0902424	0.74200529	0.019509783	8.1501007
1.0746497	0.73072958	0.018668938	8.1295309
1.0964794	0.73459554	-0.023373226	8.1171885
1.0824461	0.73846149	0.0018520731	8.1213026
1.0824461	0.74780422	-0.035985876	8.183013
1.0715312	0.75005937	0.012783037	8.1377592
1.0715312	0.7410388	0.0035337596	8.1171885
1.0886831	0.74007231	-0.00067045673	8.104847
1.0918016	0.73652852	0.018668938	8.1130743
1.0824461	0.74844855	-0.0057155164	8.1295309
1.0918016	0.73846149	-0.018328166	8.0719347
1.0746497	0.74651557	-0.0099197328	8.1377592
1.0668534	0.75167018	0.026236527	8.158329
1.0902424	0.74039447	0.030440746	8.1171885
1.0902424	0.73975015	-0.0073972028	8.1171885
1.0824461	0.7436161	-0.021691538	8.1254168
1.0980387	0.7410388	0.16245314	8.0883904
1.0808868	0.74168313	-0.010760576	8.104847
1.0762089	0.74812639	0.01110135	8.1213026
1.0840054	0.74168313	0.0094196629	8.1130743
1.0574979	0.7410388	0.022873154	8.1501007
1.0762089	0.73362905	0.01110135	8.1171885
1.0840054	0.74587125	-0.014123949	8.1418724
1.0808868	0.74136096	0.014464723	8.1377592
1.0886831	0.72815228	-0.032622501	8.1089611
1.0668534	0.72654146	-0.0065563596	8.1213026
1.0871239	0.73813933	0.024554841	8.1418724
1.0808868	0.73523986	0.007737976	8.1213026
1.0902424	0.7323404	0.014464723	8.1130743
1.0762089	0.7410388	0.0060562897	8.1459866
1.0824461	0.74136096	-0.014123949	8.1459866
1.0746497	0.74651557	-0.010760576	8.1418724
1.0824461	0.74264961	-0.020850696	8.1130743
1.0793276	0.74071664	-0.023373226	8.1336451
1.0652941	0.74393827	0.0018520731	8.1254168
1.0793276	0.7349177	-0.015805636	8.1171885
1.0933609	0.72847444	-0.025895756	8.1254168
1.0699719	0.73169607	0.0035337596	8.1459866
1.0699719	0.73395121	-0.010760576	8.1418724
1.0855646	0.72589713	-0.023373226	8.1089611
