Fout	Lin	Lout	sono
0.79865974	0.45753577	5.1360512	8.8083439
0.79086339	0.5938105	5.1360512	8.8206854
0.80333757	0.66790789	5.1352105	8.7918873
0.80489683	0.70431226	5.1352105	8.812458
0.79865974	0.73620635	5.1368923	8.8165722
0.80333757	0.7658453	5.1360512	8.8206854
0.79554123	0.79000753	5.1352105	8.8289137
0.79710048	0.79806161	5.1352105	8.8042297
0.79710048	0.80257189	5.1352105	8.812458
0.79865974	0.79741728	5.1360512	8.812458
0.79710048	0.80708212	5.1368923	8.8206854
0.78462631	0.79999459	5.1335287	8.8535976
0.79086339	0.79065186	5.1352105	8.8330278
0.80333757	0.78002048	5.1360512	8.8165722
0.79710048	0.76777828	5.1368923	8.7877741
0.78774488	0.78227562	5.1368923	8.8165722
0.80333757	0.7842086	5.1360512	8.7960014
0.79554123	0.79677296	5.1352105	8.8453703
0.80177832	0.77969831	5.137733	8.812458
0.80177832	0.79451782	5.1360512	8.8206854
0.80177832	0.78517509	5.1360512	8.8001156
0.79086339	0.802894	5.1352105	8.8494844
0.79398197	0.80386049	5.1360512	8.8330278
0.800219	0.79967242	5.1343694	8.8206854
0.79242265	0.80998158	5.1352105	8.8247995
0.79865974	0.81191456	5.1368923	8.812458
0.80489683	0.79612863	5.1385736	8.7836599
0.80489683	0.78034264	5.1360512	8.8165722
0.80801529	0.77486587	5.1360512	8.8165722
0.78930414	0.77679884	5.1343694	8.8247995
0.79710048	0.78098696	5.1360512	8.8165722
0.78774488	0.77647668	5.1360512	8.8042297
0.79710048	0.79483998	5.1360512	8.8577118
0.78930414	0.81062591	5.1360512	8.8330278
0.79242265	0.81513619	5.1360512	8.8247995
0.80333757	0.81030375	5.1360512	8.837142
0.800219	0.79097402	5.1352105	8.8165722
0.80333757	0.78807455	5.1352105	8.7960014
0.80957454	0.78388643	5.1360512	8.8206854
0.80801529	0.77937615	5.1343694	8.7960014
0.79554123	0.78549725	5.1368923	8.8577118
0.79398197	0.78581941	5.137733	8.7836599
0.78774488	0.80224973	5.1360512	8.8330278
0.78930414	0.81578052	5.1343694	8.8247995
0.78930414	0.81642485	5.1335287	8.8577118
0.79554123	0.79226267	5.1360512	8.8042297
0.81269312	0.78195345	5.1352105	8.8083439
0.80645609	0.79097402	5.137733	8.8083439
0.80801529	0.78743023	5.1343694	8.8165722
0.80177832	0.77551019	5.1352105	8.7836599
0.79865974	0.7684226	5.1352105	8.8001156
0.79865974	0.78581941	5.1335287	8.812458
0.79242265	0.80128324	5.1368923	8.837142
0.80801529	0.80063891	5.1360512	8.8165722
0.79554123	0.79580647	5.1360512	8.8247995
0.800219	0.77905399	5.1360512	8.8165722
0.78306705	0.79258484	5.1343694	8.8494844
0.80801529	0.79032969	5.1343694	8.8042297
0.80177832	0.79194051	5.1360512	8.812458
0.80177832	0.78517509	5.1368923	8.8001156
0.79554123	0.78453076	5.1352105	8.8042297
0.800219	0.78195345	5.1360512	8.7918873
0.80177832	0.77261072	5.1360512	8.7960014
0.78930414	0.7745437	5.1352105	8.8289137
0.80177832	0.7719664	5.1360512	8.8206854
