Fout	Lin	Lout	sono
1.6250705	0.50618231	-0.025054913	14.177139
1.6235113	0.78356427	-0.0082380464	14.156569
1.6079186	0.9549548	0.075846285	14.201823
1.6203928	1.0625572	0.0001703865	14.201823
1.6141558	1.1182914	-0.01664648	14.160683
1.6188335	1.159206	-0.0057155164	14.152455
1.6188335	1.1746699	0.014464723	14.173024
1.6172743	1.1843348	-0.014123949	14.189481
1.6203928	1.18659	0.0052154465	14.135999
1.6266297	1.1949662	-0.0057155164	14.168911
1.6203928	1.2007651	0.0010112298	14.185367
1.6219521	1.21043	-0.020009853	14.205936
1.6313075	1.2020538	-0.29832894	14.160683
1.6219521	1.2072084	0.015305566	14.181252
1.615715	1.2126851	-0.0015113001	14.173024
1.6235113	1.2088192	-0.035145033	14.173024
1.6219521	1.2033424	0.0068971328	14.177139
1.615715	1.2017316	-0.0082380464	14.164796
1.6188335	1.1894894	-0.0048746732	14.160683
1.6219521	1.196577	-0.0099197328	14.181252
1.6203928	1.2039868	0.0068971328	14.181252
1.6203928	1.2191284	0.0043746028	14.181252
1.6235113	1.2194506	-0.026736598	14.168911
1.628189	1.226216	-0.024214068	14.181252
1.6188335	1.2236387	0.0026929164	14.193595
1.628189	1.2213836	-0.025054913	14.193595
1.6203928	1.2152624	0.01110135	14.173024
1.615715	1.2107521	0.012783037	14.164796
1.6188335	1.2126851	0.012783037	14.210052
1.6235113	1.2072084	0.0094196629	14.156569
1.615715	1.2149403	-0.029259128	14.193595
1.6203928	1.2020538	0.05230267	14.156569
1.615715	1.2062418	0.013623879	14.168911
1.6219521	1.1978656	0.0018520731	14.14834
1.6203928	1.2004429	-0.014964793	14.152455
1.6219521	1.2113965	-0.0048746732	14.193595
1.6203928	1.2246052	0.0018520731	14.205936
1.6250705	1.2229943	-0.022532383	14.201823
1.6219521	1.2220279	-0.025895756	14.201823
1.6203928	1.2271825	0.18767846	14.193595
1.6188335	1.2278268	0.0094196629	14.189481
1.6250705	1.2217057	0.0010112298	14.205936
1.628189	1.2159067	-0.0040338296	14.164796
1.6172743	1.2120408	-0.015805636	14.164796
1.6188335	1.1981878	0.13890953	14.144227
1.6203928	1.2046311	-0.021691538	14.185367
1.6266297	1.2117187	-0.025054913	14.177139
1.6188335	1.212363	-0.0099197328	14.160683
1.6235113	1.2043089	-0.010760576	14.160683
1.6297482	1.2094635	0.0068971328	14.177139
1.615715	1.2017316	0.015305566	14.164796
1.6266297	1.2049532	-0.0099197328	14.181252
1.6141558	1.214296	0.074164599	14.185367
1.6250705	1.2175176	-0.023373226	14.168911
1.628189	1.2188063	-0.0099197328	14.218279
1.6110371	1.2191284	-0.027577441	14.177139
1.6203928	1.2200949	-0.013283106	14.181252
1.6219521	1.2252495	-0.0023521434	14.168911
1.6141558	1.2291155	-0.013283106	14.214165
1.6188335	1.2326592	-0.0023521434	14.205936
