Fout	Lin	Lout	sono
1.3553176	0.31030753	-0.01916901	8.9111948
1.3490804	0.51745796	0.023713998	8.9770184
1.3584361	0.62989271	0.026236527	8.9317646
1.3521991	0.69078141	0.016987253	8.9111948
1.3553176	0.73975015	-0.020009853	8.9482203
1.3537583	0.7684226	0.01110135	8.9564486
1.3553176	0.79065186	0.024554841	8.968791
1.3537583	0.79709512	0.0085788192	8.9399929
1.3568769	0.80450481	-0.020850696	8.9729042
1.3599954	0.79999459	-0.021691538	8.9276505
1.3568769	0.80063891	-0.024214068	8.9029665
1.3568769	0.80096108	-0.0090788892	8.9441061
1.3568769	0.79258484	0.026236527	8.9358788
1.3553176	0.80031675	0.019509783	8.9564486
1.3521991	0.7954843	0.072482914	8.9235363
1.3537583	0.78291994	-0.0057155164	8.9235363
1.3615546	0.79451782	-0.0023521434	8.9729042
1.3537583	0.8016054	-0.013283106	8.993475
1.3490804	0.79097402	0.0085788192	8.9482203
1.3506397	0.78324211	0.10863917	8.915308
1.3537583	0.78453076	-0.020850696	8.9276505
1.3506397	0.79032969	-0.010760576	8.9729042
1.3568769	0.79355133	-0.032622501	8.9523344
1.3553176	0.80063891	0.0026929164	8.9441061
1.3521991	0.79612863	0.012783037	8.915308
1.3553176	0.79645079	-0.00067045673	8.9358788
1.3537583	0.80192757	-0.0048746732	8.9523344
1.3537583	0.80450481	0.0035337596	8.9399929
1.3521991	0.80096108	-0.010760576	8.9564486
1.3553176	0.80965942	-0.21088126	8.9893608
1.3568769	0.81127024	-0.046075992	8.9729042
1.3568769	0.81223673	-0.0065563596	8.9605627
1.3537583	0.80965942	0.0068971328	8.9564486
1.3553176	0.79838377	0.025395684	8.9399929
1.3553176	0.79773945	0.010260507	8.9605627
1.3537583	0.80353832	-0.0099197328	8.9729042
1.3506397	0.7990281	0.0035337596	8.9482203
1.3537583	0.79999459	-0.0090788892	8.9482203
1.3537583	0.80514914	0.0060562897	8.968791
1.3584361	0.80450481	0.021191468	8.9441061
1.3506397	0.8054713	0.028759057	8.9605627
1.3506397	0.81223673	0.0085788192	8.9564486
1.3631139	0.80224973	0.011942193	8.9482203
1.3521991	0.80772644	0.007737976	8.9729042
1.3553176	0.79806161	0.01614641	8.9358788
1.3631139	0.78743023	0.014464723	8.9276505
1.3553176	0.79999459	0.0043746028	8.9729042
1.3662324	0.79032969	-0.0040338296	8.9276505
1.3521991	0.79419565	0.011942193	8.9523344
1.3537583	0.7954843	-0.031781659	8.9605627
1.3537583	0.80804861	0.0060562897	8.9729042
1.3521991	0.80386049	0.0085788192	8.9646769
1.3537583	0.79483998	0.0060562897	8.9399929
1.3568769	0.79483998	0.0052154465	8.9317646
1.3599954	0.79516214	-0.028418286	8.9317646
1.3553176	0.80128324	0.025395684	8.9564486
1.3506397	0.81320322	-0.035145033	8.9852467
1.3521991	0.81255889	0.0094196629	8.9605627
1.3521991	0.81062591	0.012783037	8.9523344
1.3568769	0.8054713	-0.028418286	8.9441061
1.3506397	0.82190162	-0.00067045673	8.9975891
1.3521991	0.81223673	0.0052154465	8.9441061
1.3584361	0.80063891	-0.0090788892	8.9235363
1.3475212	0.8016054	0.021191468	8.9523344
1.3506397	0.80031675	-0.014123949	8.9729042
1.3521991	0.7954843	0.020350626	8.9399929
1.3584361	0.78324211	-0.015805636	8.9276505
1.3459619	0.79741728	0.012783037	8.9482203
1.3490804	0.792907	0.01110135	8.9441061
1.3537583	0.79387349	-0.014123949	8.9358788
1.3553176	0.7990281	0.087618083	8.9441061
